Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
2058,60,RL,90.0,14670,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,1966,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,410.0,Gd,Gd,CBlock,TA,TA,No,BLQ,575.0,Unf,0.0,529.0,1104.0,GasA,Ex,Y,SBrkr,1104,884,0,1988,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1966.0,RFn,2.0,480.0,TA,TA,Y,0,230,0,0,0,0,,MnPrv,,0,8,2008,WD,Normal,217553.27528591425
2059,20,RL,74.0,8856,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,ALQ,621.0,LwQ,52.0,503.0,1176.0,GasA,TA,Y,SBrkr,1176,0,0,1176,1.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,1.0,292.0,TA,TA,Y,0,88,0,0,95,0,,,,0,5,2008,WD,Normal,153729.10803919446
2060,20,RL,82.0,9840,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1998,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1053.0,Unf,0.0,195.0,1248.0,GasA,TA,Y,SBrkr,1440,0,0,1440,1.0,0.0,2,0,2,1,Gd,7,Typ,0,,Attchd,1959.0,RFn,1.0,480.0,TA,TA,Y,150,0,0,0,256,0,,,,0,6,2008,WD,Normal,191665.84940229665
2061,20,RL,90.0,13200,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,187.0,TA,TA,CBlock,TA,TA,No,LwQ,958.0,Unf,0.0,437.0,1395.0,GasA,Ex,Y,SBrkr,1570,0,0,1570,1.0,0.0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1958.0,RFn,2.0,441.0,TA,TA,Y,490,0,0,0,0,0,,,,0,5,2008,WD,Normal,210346.8205280667
2062,20,RL,75.0,10425,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1958,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,774.0,Unf,0.0,330.0,1104.0,GasA,Gd,Y,SBrkr,1104,0,0,1104,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1956.0,RFn,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD,Normal,143382.72403107566
2063,20,RL,60.0,11556,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1952,1952,Gable,CompShg,MetalSd,MetalSd,Stone,52.0,TA,TA,CBlock,TA,TA,No,Rec,148.0,Unf,0.0,572.0,720.0,GasA,Ex,Y,FuseA,882,0,0,882,1.0,0.0,1,0,2,1,Gd,4,Typ,0,,Attchd,1952.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,5,2008,WD,Normal,111481.37333937609
2064,20,RL,102.0,9373,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,84.0,TA,TA,CBlock,TA,TA,No,Rec,500.0,LwQ,196.0,456.0,1152.0,GasA,TA,Y,SBrkr,1152,0,0,1152,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Detchd,1971.0,Unf,2.0,636.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008,WD,Normal,150280.31336982152
2065,20,RL,,12774,Pave,,Reg,Lvl,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,BLQ,624.0,LwQ,128.0,232.0,984.0,GasW,TA,N,SBrkr,950,0,0,950,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1953.0,Unf,2.0,400.0,TA,TA,Y,0,32,0,0,0,0,,GdWo,,0,7,2008,WD,Normal,121252.95823593272
2066,20,RL,95.0,14250,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,998.0,998.0,GasA,TA,Y,SBrkr,1790,0,0,1790,0.0,0.0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,Fin,2.0,540.0,TA,TA,Y,0,40,0,0,0,0,,,Shed,1500,9,2008,WD,Normal,241960.7716639852
2067,20,RL,71.0,8838,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1957,1982,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,,,,,0.0,,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1764,0,0,1764,0.0,0.0,2,1,4,1,TA,7,Maj2,1,TA,Attchd,1957.0,Fin,1.0,301.0,TA,TA,Y,0,72,0,0,0,0,,,,0,10,2008,WD,Normal,238224.57743883115
2068,90,RL,76.0,12436,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1824.0,1824.0,GasA,Fa,Y,FuseA,1824,0,0,1824,0.0,0.0,2,0,5,2,TA,9,Typ,0,,Detchd,1958.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2008,WD,Normal,246846.5641122635
2069,20,RL,60.0,10122,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,N,SBrkr,869,0,0,869,0.0,0.0,1,0,1,1,TA,3,Typ,0,,Detchd,1948.0,Unf,1.0,390.0,Fa,TA,N,0,0,66,0,0,0,,GdPrv,,0,8,2008,WD,Normal,109613.27622679909
2070,50,RL,45.0,7506,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,747.0,747.0,GasA,TA,Y,SBrkr,747,412,0,1159,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1932.0,Unf,1.0,288.0,Fa,TA,N,84,0,96,0,0,0,,,,0,5,2008,WD,Normal,126650.07879586547
2071,30,RL,60.0,5400,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,2005,Gambrel,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Gd,Y,SBrkr,672,0,0,672,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1997.0,Unf,1.0,308.0,TA,TA,N,88,108,0,0,0,0,,,,0,7,2008,WD,Normal,81304.41998236299
2072,50,RL,60.0,10836,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,892.0,892.0,GasA,Ex,Y,SBrkr,1254,182,0,1436,0.0,1.0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1968.0,Unf,4.0,1488.0,Fa,TA,N,0,0,100,0,0,0,,GdWo,,0,6,2008,WD,Normal,180208.09832594675
2073,20,RL,78.0,10180,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,Rec,744.0,Unf,0.0,168.0,912.0,GasA,TA,Y,SBrkr,1044,0,0,1044,0.0,1.0,1,1,3,1,TA,5,Typ,1,Fa,Attchd,1990.0,Fin,2.0,372.0,TA,TA,Y,200,48,0,0,0,0,,GdWo,Shed,450,6,2008,WD,Normal,134760.73735764335
2074,20,RL,76.0,11355,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,1958,2001,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,125.0,TA,TA,CBlock,TA,TA,No,BLQ,637.0,Unf,0.0,675.0,1312.0,GasA,Ex,Y,SBrkr,1312,0,0,1312,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1958.0,RFn,2.0,495.0,TA,TA,Y,0,304,144,0,0,0,,MnPrv,Othr,6500,4,2008,WD,Normal,173272.2778323077
2075,20,RL,,12929,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,276.0,TA,TA,CBlock,TA,TA,Gd,GLQ,697.0,Unf,0.0,384.0,1081.0,GasA,TA,Y,SBrkr,1081,0,0,1081,1.0,0.0,1,0,3,1,TA,5,Typ,0,,CarPort,1960.0,Unf,1.0,401.0,TA,TA,Y,36,82,0,0,0,0,,,,0,6,2008,WD,Normal,140077.62913959328
2076,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Fa,TA,No,LwQ,432.0,Unf,0.0,444.0,876.0,GasA,TA,Y,SBrkr,876,0,0,876,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Detchd,1972.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2008,WD,Abnorml,110619.17467203287
2077,20,RL,80.0,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,BLQ,476.0,Rec,488.0,292.0,1256.0,GasA,Gd,Y,FuseA,1256,0,0,1256,1.0,0.0,1,1,3,1,Gd,6,Typ,0,,Attchd,1959.0,RFn,1.0,311.0,TA,TA,Y,0,240,0,0,0,0,,,,0,5,2008,WD,Normal,165225.09027043753
2078,20,RL,80.0,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,BrkFace,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,520.0,Rec,319.0,188.0,1027.0,GasA,TA,Y,SBrkr,1027,0,0,1027,0.0,1.0,1,0,3,1,TA,6,Typ,0,,Attchd,1962.0,Unf,1.0,299.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2008,WD,Normal,132317.8411335042
2079,50,RL,60.0,8064,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,315.0,Unf,0.0,453.0,768.0,GasA,Ex,Y,SBrkr,819,501,0,1320,0.0,0.0,2,0,3,1,TA,5,Typ,0,,Detchd,1994.0,Unf,2.0,576.0,TA,TA,Y,108,0,0,0,0,0,,GdWo,,0,9,2008,WD,Normal,144463.85993258227
2080,45,RL,64.0,6390,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,TA,Y,FuseA,984,0,0,984,1.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1954.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,6,2008,WD,Normal,126138.75068421103
2081,50,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,673.0,Unf,0.0,181.0,854.0,GasA,Fa,Y,FuseA,854,424,0,1278,0.0,0.0,1,0,4,1,TA,6,Typ,0,,Attchd,1954.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,MnWw,,0,4,2008,WD,Normal,143032.795092436
2082,90,RL,113.0,8513,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,5,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,1800.0,1800.0,GasA,TA,N,SBrkr,1800,0,0,1800,0.0,0.0,2,0,6,2,TA,10,Typ,0,,,,,0.0,0.0,,,N,0,0,0,0,0,0,,,,0,11,2008,WD,Abnorml,243397.76944289057
2083,50,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,6,1955,1967,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,370.0,Unf,0.0,398.0,768.0,GasA,Gd,Y,SBrkr,1024,564,0,1588,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Detchd,1955.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2008,WD,Normal,179208.2247271278
2084,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,825.0,825.0,GasA,TA,Y,FuseA,825,0,0,825,0.0,1.0,1,0,2,1,TA,4,Typ,0,,Attchd,1954.0,Unf,1.0,350.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,103290.4859996154
2085,20,RL,69.0,7590,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1117.0,1117.0,GasA,Ex,Y,SBrkr,1117,0,0,1117,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1963.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008,COD,Normal,145250.82114365266
2086,20,RM,56.0,9836,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,GLQ,96.0,Unf,0.0,96.0,192.0,GasA,Gd,N,SBrkr,1133,0,0,1133,1.0,0.0,1,0,3,1,TA,7,Typ,0,,Detchd,2008.0,Unf,1.0,308.0,TA,TA,Y,0,175,0,0,0,0,,,,0,12,2008,WD,Abnorml,147550.01758990128
2087,50,RM,57.0,9184,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2005,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Ex,Y,SBrkr,948,375,0,1323,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1948.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,152429.31062649153
2088,70,RM,80.0,4800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1910,2003,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,680.0,680.0,GasA,Fa,N,SBrkr,680,680,0,1360,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Attchd,1910.0,Unf,1.0,330.0,Fa,TA,Y,192,50,0,0,0,0,,,,0,1,2008,WD,Normal,139508.28840151697
2089,30,RM,60.0,4800,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,TA,Y,SBrkr,672,0,0,672,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1950.0,Unf,1.0,256.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,8,2008,WD,Normal,81304.41998236299
2090,75,RM,60.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,7,1915,2005,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Gd,Y,SBrkr,728,728,0,1456,0.0,0.0,1,1,4,1,Gd,7,Typ,0,,Detchd,1915.0,Unf,1.0,308.0,Fa,Fa,N,0,0,248,0,0,0,,,,0,6,2008,WD,Normal,150433.2379893943
2091,190,RM,63.0,11426,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1910,1996,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,Stone,TA,TA,No,Unf,0.0,Unf,0.0,828.0,828.0,GasA,Gd,Y,FuseA,828,658,108,1594,0.0,0.0,2,0,3,2,TA,9,Typ,0,,,,,0.0,0.0,,,N,0,172,109,0,0,0,,,,0,6,2008,WD,Normal,158929.98208179808
2092,50,RM,63.0,7628,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,801.0,801.0,GasA,Gd,Y,FuseA,1095,561,0,1656,0.0,0.0,2,0,2,1,TA,8,Mod,0,,Detchd,1958.0,Unf,2.0,440.0,TA,TA,Y,187,0,0,0,0,0,,,,0,5,2008,WD,Normal,189159.1989417853
2093,50,RM,81.0,7308,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,360.0,Unf,0.0,576.0,936.0,GasA,Gd,N,FuseA,960,780,0,1740,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Gd,Detchd,1920.0,Unf,1.0,225.0,Fa,Fa,N,0,0,236,0,0,0,,,,0,6,2008,WD,Normal,188134.56006322507
2094,30,RM,60.0,5400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,6,1920,2006,Gable,CompShg,Stucco,Stucco,,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,931.0,931.0,GasA,TA,Y,SBrkr,1027,0,0,1027,0.0,1.0,1,0,2,1,Gd,5,Typ,1,TA,,,,0.0,0.0,,,N,0,28,0,0,0,0,,,,0,2,2008,WD,Normal,132317.8411335042
2095,190,RM,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,590.0,Unf,0.0,294.0,884.0,GasA,TA,Y,SBrkr,884,552,0,1436,0.0,0.0,2,0,3,2,TA,8,Typ,2,Gd,Detchd,1940.0,Unf,2.0,828.0,TA,TA,Y,0,0,126,0,0,0,,,,0,5,2008,Con,Normal,158083.4157601695
2096,30,RM,60.0,6756,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1910,1950,Mansard,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,Gd,No,Unf,0.0,Unf,0.0,481.0,481.0,GasA,TA,N,FuseA,899,0,0,899,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1930.0,Unf,1.0,200.0,Fa,TA,P,0,0,96,0,0,0,,,,0,9,2008,WD,Normal,113924.26956351525
2097,50,RM,44.0,5914,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Gd,Y,SBrkr,684,396,0,1080,0.0,0.0,1,0,3,1,Gd,5,Typ,0,,,,,0.0,0.0,,,N,0,165,30,0,0,0,,,,0,9,2008,WD,Normal,116254.53937238437
2098,50,RM,75.0,9000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,445.0,Unf,0.0,459.0,904.0,GasA,Ex,Y,FuseA,904,595,0,1499,0.0,0.0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1959.0,Unf,3.0,869.0,TA,Gd,Y,0,20,0,0,0,0,,,,0,6,2008,WD,Normal,164565.2548744939
2099,20,RM,62.0,7311,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,5,1946,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,407.0,407.0,GasA,TA,N,FuseA,407,0,0,407,0.0,0.0,1,0,1,1,TA,3,Typ,0,,Detchd,1949.0,Unf,1.0,297.0,Fa,TA,Y,76,0,120,0,0,0,,,,0,3,2008,WD,Abnorml,43223.97884137025
2100,20,RM,103.0,12205,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1,1949,1992,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,448.0,GasA,Gd,Y,SBrkr,1588,0,0,1588,0.0,0.0,2,0,5,1,TA,6,Maj2,0,,,,,0.0,0.0,,,N,0,0,0,0,0,0,,MnPrv,,0,12,2008,WD,Abnorml,212933.41653009638
2101,190,RM,69.0,9142,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,2006,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,797.0,797.0,GasA,TA,N,FuseA,830,797,0,1627,0.0,0.0,2,0,4,2,TA,10,Typ,0,,Detchd,1950.0,Unf,2.0,420.0,Fa,Po,N,192,0,60,0,0,0,,,,0,2,2008,WD,Normal,170879.9456923558
2102,75,RM,53.0,5350,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,8,1920,1965,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,116.0,Unf,0.0,508.0,624.0,GasA,Ex,Y,SBrkr,730,720,0,1450,0.0,0.0,1,0,3,1,TA,7,Typ,0,,Detchd,1935.0,Unf,1.0,288.0,TA,TA,Y,0,192,0,0,0,0,,MnPrv,,0,3,2008,WD,Normal,150049.41083698682
2103,50,RM,69.0,9143,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1900,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,346.0,346.0,GasA,Ex,Y,SBrkr,709,308,0,1017,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1961.0,Unf,1.0,308.0,TA,TA,N,0,0,139,0,0,0,,,,0,5,2008,WD,Normal,112463.54002957341
2104,190,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1920,1960,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,234.0,Unf,0.0,739.0,973.0,GasA,TA,Y,FuseP,1377,973,0,2350,0.0,0.0,2,0,4,2,TA,10,Typ,0,,2Types,1930.0,Unf,2.0,393.0,TA,TA,Y,0,0,219,0,0,0,,,,0,4,2008,WD,Normal,264250.7117786293
2105,70,RM,60.0,6000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1905,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,572.0,572.0,GasA,Ex,Y,SBrkr,884,656,0,1540,0.0,0.0,1,1,3,1,Gd,7,Typ,0,,,,,0.0,0.0,,,N,240,77,0,0,0,0,,,,0,2,2008,WD,Normal,166809.3629666211
2106,70,RM,60.0,11340,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,2,1,1920,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,Fa,Fa,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,723.0,723.0,GasA,TA,N,SBrkr,723,363,0,1086,0.0,0.0,1,0,2,1,TA,5,Maj1,0,,Detchd,1920.0,Unf,2.0,400.0,Fa,Po,N,0,24,144,0,0,0,,,,0,11,2008,ConLD,Normal,119090.02053883747
